isic_id,path,downloaded,bytes,error
ISIC_0024345,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024345.jpg,True,8095,
ISIC_0024323,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024323.jpg,True,10243,
ISIC_0024352,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024352.jpg,True,6127,
ISIC_0024313,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024313.jpg,True,7813,
ISIC_0024320,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024320.jpg,True,11351,
ISIC_0024356,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024356.jpg,True,6576,
ISIC_0024329,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024329.jpg,True,7658,
ISIC_0024316,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024316.jpg,True,8427,
ISIC_0024321,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024321.jpg,True,7618,
ISIC_0024309,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024309.jpg,True,7728,
ISIC_0024336,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024336.jpg,True,8587,
ISIC_0024308,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024308.jpg,True,9368,
ISIC_0024322,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024322.jpg,True,7570,
ISIC_0024311,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024311.jpg,True,7751,
ISIC_0024347,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024347.jpg,True,6494,
ISIC_0024312,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024312.jpg,True,8143,
ISIC_0024317,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024317.jpg,True,8792,
ISIC_0024339,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024339.jpg,True,6648,
ISIC_0024319,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024319.jpg,True,8756,
ISIC_0024338,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024338.jpg,True,7683,
ISIC_0024351,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024351.jpg,True,7887,
ISIC_0024344,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024344.jpg,True,9107,
ISIC_0024334,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024334.jpg,True,7421,
ISIC_0024340,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024340.jpg,True,7472,
ISIC_0024332,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024332.jpg,True,9180,
ISIC_0024315,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024315.jpg,True,8464,
ISIC_0024355,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024355.jpg,True,8120,
ISIC_0024354,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024354.jpg,True,6401,
ISIC_0024348,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024348.jpg,True,8135,
ISIC_0024360,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024360.jpg,True,8902,
ISIC_0024373,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024373.jpg,True,7099,
ISIC_0024363,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024363.jpg,True,7627,
ISIC_0024369,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024369.jpg,True,9380,
ISIC_0024371,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024371.jpg,True,8605,
ISIC_0024358,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024358.jpg,True,8971,
ISIC_0024359,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024359.jpg,True,9120,
ISIC_0024361,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024361.jpg,True,9273,
ISIC_0024365,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024365.jpg,True,8735,
ISIC_0024367,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024367.jpg,True,8736,
ISIC_0024368,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024368.jpg,True,10456,
ISIC_0024364,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024364.jpg,True,8420,
ISIC_0024370,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024370.jpg,True,7361,
ISIC_0024372,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024372.jpg,True,9509,
ISIC_0024362,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024362.jpg,True,8304,
ISIC_0024375,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024375.jpg,True,6398,
ISIC_0024366,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024366.jpg,True,7848,
ISIC_0024374,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024374.jpg,True,9015,
ISIC_0024376,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024376.jpg,True,7991,
ISIC_0024377,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024377.jpg,True,7461,
ISIC_0024379,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024379.jpg,True,7041,
ISIC_0024378,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024378.jpg,True,5816,
ISIC_0024381,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024381.jpg,True,9029,
ISIC_0024380,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024380.jpg,True,6934,
ISIC_0024382,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024382.jpg,True,10731,
ISIC_0024383,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024383.jpg,True,8100,
ISIC_0024386,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024386.jpg,True,9228,
ISIC_0024390,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024390.jpg,True,9276,
ISIC_0024387,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024387.jpg,True,8916,
ISIC_0024389,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024389.jpg,True,8399,
ISIC_0024388,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024388.jpg,True,7685,
ISIC_0024384,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024384.jpg,True,9990,
ISIC_0024385,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024385.jpg,True,7060,
ISIC_0024394,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024394.jpg,True,9339,
ISIC_0024398,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024398.jpg,True,7487,
ISIC_0024395,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024395.jpg,True,7119,
ISIC_0024393,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024393.jpg,True,7051,
ISIC_0024399,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024399.jpg,True,7874,
ISIC_0024400,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024400.jpg,True,10203,
ISIC_0024397,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024397.jpg,True,11033,
ISIC_0024396,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024396.jpg,True,8468,
ISIC_0024391,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024391.jpg,True,7960,
ISIC_0024392,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024392.jpg,True,7481,
ISIC_0024403,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024403.jpg,True,10815,
ISIC_0024401,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024401.jpg,True,7506,
ISIC_0024402,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024402.jpg,True,6359,
ISIC_0024405,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024405.jpg,True,6864,
ISIC_0024407,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024407.jpg,True,7952,
ISIC_0024404,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024404.jpg,True,7025,
ISIC_0024406,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024406.jpg,True,7357,
ISIC_0024408,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024408.jpg,True,8222,
ISIC_0024409,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024409.jpg,True,8291,
ISIC_0024410,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024410.jpg,True,9643,
ISIC_0024411,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024411.jpg,True,11134,
ISIC_0024412,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024412.jpg,True,8605,
ISIC_0024413,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024413.jpg,True,7631,
ISIC_0024414,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024414.jpg,True,7726,
ISIC_0024416,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024416.jpg,True,8411,
ISIC_0024418,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024418.jpg,True,6919,
ISIC_0024415,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024415.jpg,True,8403,
ISIC_0024422,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024422.jpg,True,7756,
ISIC_0024424,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024424.jpg,True,10105,
ISIC_0024425,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024425.jpg,True,9030,
ISIC_0024419,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024419.jpg,True,7517,
ISIC_0024423,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024423.jpg,True,7587,
ISIC_0024420,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024420.jpg,True,12472,
ISIC_0024417,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024417.jpg,True,8212,
ISIC_0024428,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024428.jpg,True,8129,
ISIC_0024429,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024429.jpg,True,9667,
ISIC_0024427,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024427.jpg,True,7600,
ISIC_0024431,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024431.jpg,True,9987,
ISIC_0024426,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024426.jpg,True,10237,
ISIC_0024430,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024430.jpg,True,8953,
ISIC_0024432,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024432.jpg,True,9309,
ISIC_0024436,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024436.jpg,True,6686,
ISIC_0024421,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024421.jpg,True,13334,
ISIC_0024434,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024434.jpg,True,6381,
ISIC_0024438,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024438.jpg,True,7761,
ISIC_0024433,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024433.jpg,True,6993,
ISIC_0024437,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024437.jpg,True,6884,
ISIC_0024439,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024439.jpg,True,9825,
ISIC_0024435,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024435.jpg,True,8673,
ISIC_0024441,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024441.jpg,True,7407,
ISIC_0024448,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024448.jpg,True,8289,
ISIC_0024442,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024442.jpg,True,7417,
ISIC_0024440,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024440.jpg,True,8104,
ISIC_0024445,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024445.jpg,True,8359,
ISIC_0024450,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024450.jpg,True,9476,
ISIC_0024446,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024446.jpg,True,9621,
ISIC_0024449,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024449.jpg,True,11176,
ISIC_0024447,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024447.jpg,True,8627,
ISIC_0024452,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024452.jpg,True,7398,
ISIC_0024444,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024444.jpg,True,8601,
ISIC_0024453,C:\Users\joshd\Documents\OpenSpecialtyRiskAtlas\06_dermatology_isic_ham10000\data_raw\isic_collection_66\thumbnails_256\ISIC_0024453.jpg,True,9980,
